1,2.2186,0.65625,0.625,0.625,0.25,0.5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1.8708,0.53125,0.5625,0.625,0.75,0.5,0,0.62476,0.42423,-2.8729,0.68658,0.10508,0.51769,0.80548,0.53129,0.58216,0.63248,0.62067,1.3465,0.44207,0.65372,0.50172,0.2912,0.59911,-1.9899,0.98205,0.4905,0.12251,0.38373,0.59098,-0.055624,-0.1692
3,1.9442,0.71875,0.6875,0.75,0.25,0.5,0,0.82225,0.16495,0.49356,0.42283,0.69445,0.90172,0.75123,0.21438,0.19392,0.25482,0.40588,0.19885,0.65486,0.80512,0.35187,-0.11599,0.54771,0.2884,0.31936,-0.1871,0.16865,0.067613,0.84344,0.32276,0.68374
4,1.6379,0.59375,0.625,0.75,0.75,1,0,0.65137,0.54982,0.75111,0.50446,0.79712,0.71415,0.66786,0.5227,0.30957,0.14359,-1.8107,-1.3352,0.8701,5.4347,0.52776,0.78684,0.49889,0.12257,0.83268,0.45098,0.41575,0.72926,0.68361,0.20746,0.63251
5,2.4884,0.6875,0.625,0.5,0.25,0.5,0,0.085512,0.041748,0.72998,0.080096,0.36176,0.43567,0.83879,0.63591,0.67807,0.10686,0.41762,0.3045,0.87002,0.38785,0.80714,0.20643,0.1405,0.15267,0.80888,0.43996,0.75671,0.14447,0.5688,0.51772,0.14059
6,2.2895,0.59375,0.5625,0.5,0.5,0.5,0,0.76816,0.40362,0.6467,0.46058,0.53392,0.31578,0.54298,0.27615,0.7042,0.28584,0.23803,0.44527,0.75067,0.14708,0.37666,0.5191,0.39641,0.43608,0.48285,0.74283,0.48397,1.0657,0.61093,0.35456,0.2766
7,2.0891,0.75,0.6875,0.5,0.5,1,1,1.8027,0.92499,1.3769,0.55682,0.51038,0.13918,0.43915,0.83407,0.65348,0.19907,0.4528,0.9011,2.4163,0.77172,-0.15866,0.11878,0.83676,-1.1278,0.28923,0.76441,0.28765,0.22505,0.37987,0.24656,-0.15787
8,1.674,0.5625,0.625,0.75,0.75,0.5,0,0.39114,0.37638,0.62025,0.68278,1.0213,1.0972,0.44629,1.0257,0.6905,-1.1286,2.0836,0.57156,0.14646,1.4286,-0.81517,0.075241,-0.067106,0.49099,0.48138,0.36564,0.46868,0.48013,0.31862,-0.50533,0.17517
9,3.4838,0.5625,0.3125,0.375,0.25,0.5,0,0.47419,0.58173,0.48549,0.23869,0.37106,0.53534,0.58396,4.852,0.31171,0.93315,-3.9889,0.44554,-2.9847,0.64349,0.35063,0.3044,-3.7561,0.50396,0.31757,0.36387,0.50752,0.52728,-2.4823,0.92821,0.16362
10,2.5029,0.59375,0.625,0.5,0.25,0.5,0,0.35976,0.3109,0.6063,0.69038,-0.98835,0.48533,0.36807,0.5584,0.50339,0.79665,0.042874,0.14161,0.40642,0.54327,0.50633,0.41995,1.294,0.23635,0.47645,0.35326,0.20147,0.56397,0.74722,0.5133,0.65399
11,2.5078,0.5625,0.375,0.375,0.75,0.5,0,-1.0847,-1.3935,0.19853,0.4896,0.45497,0.44277,1.0481,0.58908,5.341,-3.7468,0.79796,0.41423,0.75787,0.29583,0.5428,0.32288,0.068183,0.41485,0.66281,0.54678,0.73847,0.52158,0.89513,0.51404,-3.2386
12,2.5884,0.5625,0.5625,0.5,0.25,0.5,0,-0.023167,0.46288,0.0088658,0.61371,0.44127,0.53053,0.36537,0.90174,0.41188,0.3624,0.64548,0.55723,0.8507,0.47079,0.40011,0.43317,0.64744,0.37723,0.65189,0.4902,0.41124,0.52208,0.43959,0.33889,0.26901
13,2.2186,0.65625,0.375,0.5,0.75,0.5,0,0.59958,-0.98953,0.32934,4.2682,0.41644,2.3191,0.30481,0.32705,0.8137,-4.1437,0.61185,0.16195,0.49304,0.30188,0.3342,-0.4853,0.48876,0.54133,0.41216,0.54006,0.49475,0.71883,0.50527,0.81224,0.54579
14,2.9362,0.71875,0.5625,0.375,0.25,0.5,0,0.62142,0.41792,0.58652,0.21819,0.36945,0.46115,0.66699,0.26732,0.52208,0.27752,0.53072,0.47794,0.80581,0.34251,-0.61601,-0.44644,0.68412,0.42915,0.7459,-0.92215,0.92673,0.54605,-0.13977,0.51818,0.47859
15,2.2814,0.65625,0.5625,0.625,0.25,0.5,0,0.31628,0.20354,0.53469,0.60016,0.42169,0.23663,0.52168,6.1918,0.77282,1.7632,0.40139,2.6615,-2.0602,1.7418,0.91154,0.41954,0.3957,0.18119,0.55107,0.36468,0.39193,0.25931,0.30596,0.35755,0.40613
16,2.5832,0.59375,0.625,0.5,0.25,0,0,0.22839,1.4472,-0.30593,0.6194,0.16805,0.48045,0.3826,0.77244,0.63021,0.60088,0.32983,-0.53763,0.14688,0.74405,0.44974,0.69408,1.2778,-0.49779,0.81059,0.0082525,-0.50565,0.17449,0.30891,-0.54008,0.62362
17,3.3307,0.59375,0.375,0.375,0.25,0.5,0,-0.42015,1.2118,0.61362,0.86429,0.2113,0.60807,0.47083,6.7559,0.65669,0.078805,0.52986,0.52383,-0.52513,0.78367,0.44618,0.3006,0.63035,0.38841,7.0714,-0.48466,-0.6617,0.84249,0.55367,0.47238,-0.26851
18,2.2694,0.75,0.5625,0.625,0.25,0.5,0,0.43204,0.61119,1.0882,0.43327,0.50804,0.76491,0.83864,1.9113,0.30694,0.27057,0.48763,1.6755,0.76397,0.041749,0.30467,0.60902,0.64935,-1.8779,0.5614,0.53236,1.631,0.3195,0.77649,0.47631,-0.38206
19,2.2774,0.6875,0.5625,0.625,0.25,0.5,0,0.050784,0.5003,0.51519,0.40195,0.60395,1.002,0.75882,0.1763,0.49954,0.41418,0.59342,0.56672,0.63161,0.66873,0.45279,1.1385,0.4575,0.65365,2.0364,0.64408,0.30629,0.36862,0.041611,0.44179,0.57629
20,5.3485,0.53125,0.375,0.125,0.25,0,0,-5.976,0.69766,0.28351,0.19537,0.55736,3.3082,3.9121,0.088242,5.7019,0.38904,0.67992,0.9768,-6.5961,0.47359,0.50544,0.64858,4.4455,0.67674,0.40747,0.24222,0.55112,0.5455,0.62283,0.45165,0.48446
21,3.5905,0.71875,0.25,0.375,0.25,0.5,0,0.39179,0.33019,0.29933,0.64655,-0.017843,0.31284,0.51961,2.5523,0.7708,-4.1136,0.4547,0.47694,-1.3353,0.52121,0.49553,0.71262,1.329,0.33409,1.225,0.8101,2.2607,0.36089,-0.38065,0.58368,0.49649
22,1.9442,0.71875,0.625,0.625,0.5,1,0,0.55134,0.55853,-0.63582,0.55775,0.27015,0.72286,0.6988,0.57555,0.57077,0.64237,0.76997,0.46834,0.55981,0.5774,0.56636,0.38752,0.76976,-3.9092,0.86881,0.61101,0.45713,0.33371,0.14696,0.067127,0.44241
23,2.8455,0.65625,0.375,0.5,0.25,0.5,0,0.24484,0.49733,0.45578,6.0463,0.66915,0.7521,0.68797,0.19937,0.65909,-2.0035,-2.0588,1.1894,0.7612,0.66201,-0.89771,0.19557,0.59356,0.63084,0.60639,-0.49319,0.67896,0.5029,0.89415,0.65062,0.55716
24,1.904,0.65625,0.5,0.625,0.75,0.5,0,2.3527,0.37593,0.50406,1.9648,4.6544,0.59013,5.028,0.33753,3.8574,0.26504,0.37488,0.60168,0.37993,3.1769,0.68913,0.50947,-3.8997,0.59746,6.6697,0.27927,0.22504,0.4767,0.58189,-1.868,0.46049
25,3.4558,0.65625,0.375,0.375,0.25,0,0,0.41751,0.57674,0.76532,0.54384,0.34417,8.4787,0.39353,0.26591,0.42509,0.31751,0.31876,0.44048,0.44236,0.5024,0.30049,-5.5048,0.37902,0.22206,0.75273,-2.2966,0.62311,0.44776,0.45937,0.45801,0.23862
26,2.1201,0.5,0.5,0.625,0.5,0.5,0,0.64975,1.4182,-2.1872,0.77594,0.44988,0.49726,0.32413,4.01,0.19644,0.14861,0.19306,0.9155,0.21725,0.75091,0.17732,0.22777,0.19351,0.2493,0.54741,0.48097,0.86798,0.21205,0.48065,0.29985,0.31573
27,2.5729,0.65625,0.5625,0.5,0.25,0.5,0,0.57694,0.30267,0.52569,0.5415,0.49672,0.80064,0.44769,0.3813,0.3434,0.2133,0.3496,0.56141,0.64908,0.60495,0.37324,0.95633,0.79719,0.5993,0.40673,0.68716,0.58824,0.56756,0.53069,-0.033918,0.36876
28,2.6523,0.6875,0.5625,0.5,0.25,0,0,-1.253,0.77728,0.31005,0.76994,0.66818,2.6249,0.78257,0.30245,0.4812,0.51399,0.46205,0.50319,0.54347,0.44363,0.3396,0.17582,0.67662,-4.966,0.46129,0.47141,0.28502,0.63405,0.30875,0.54035,0.30449
29,1.7419,0.625,0.5625,0.75,0.75,0,0,-0.29709,0.62823,0.28884,1.2775,0.80043,0.57901,6.9686,0.42186,0.57877,0.78578,0.32113,0.55871,0.48006,8.7543,0.39506,0.53137,0.43527,0.65775,0.47966,0.73088,0.40877,0.40784,0.15609,0.26383,1.7569e-06
30,2.8455,0.65625,0.375,0.5,0.25,0.5,0,0.41108,0.1373,0.22798,1.1829,0.63388,0.33077,0.38777,0.48592,0.50086,0.81894,-1.2165,0.68325,0.35799,0.5921,0.44329,-0.43836,0.40893,0.41954,0.58321,0.70873,0.29701,-0.27748,0.46721,0.85648,-0.2759
31,2.9163,0.78125,0.5625,0.375,0.25,0.5,1,0.28022,0.76369,0.66197,0.39605,0.72232,-0.90102,0.77318,0.70391,0.31339,0.20876,0.41454,0.4342,0.7883,0.54745,0.32809,0.13744,0.81799,-3.9363,0.93679,0.51628,0.27225,0.47265,0.24041,0.46185,-1.3857
32,2.6632,0.625,0.5,0.5,0.25,0.5,0,-0.33679,1.3196,0.29046,3.7849,0.80955,0.74114,0.96792,0.79902,3.4025,0.90674,-3.1307,0.13075,1.2994,0.84189,1.4366,2.6043,0.45729,0.48246,0.54965,-2.1573,-0.097615,0.31681,1.8355,0.77779,0.5079
33,1.9892,0.75,0.5625,0.625,0.5,1,0,0.69396,0.61648,0.45922,0.79749,0.14981,0.62709,0.28417,2.784,9.495,0.19625,0.68587,0.63242,0.59702,0.61848,0.65852,0.66438,0.35009,-9.6925,0.39061,-0.15801,0.66722,0.31452,0.26273,-1.35,0.41268
34,2.5884,0.5625,0.3125,0.5,0.5,0.5,0,0.4194,0.83146,-1.507,0.59413,0.34115,0.49081,0.48468,0.47234,0.50416,0.30369,-0.70269,-0.024039,0.79417,0.61107,1.6869,0.57944,0.53495,0.52711,0.47242,-1.0972,0.80196,0.58122,0.64072,0.14448,0.87158
35,1.9861,0.78125,0.625,0.625,0.5,0.5,0,0.3267,0.14813,0.27506,0.24632,0.84595,1.2521,0.70555,0.44266,0.71131,0.49728,0.71835,0.6767,0.4271,0.56127,0.78948,0.60213,0.36022,-3.6633,0.11273,0.72822,-0.35544,0.42385,0.24398,0.28611,0.76606
36,1.9153,0.53125,0.5625,0.75,0.5,0,0,0.073466,7.1045,-0.053351,9.3521,0.45473,4.6086,0.026826,0.27443,0.33551,0.2207,0.10488,0.5941,4.6518,8.5431,0.39974,0.68266,-6.1944,-0.075119,0.72213,0.58124,0.70098,0.38738,0.57866,0.26289,-0.4377
37,2.2936,0.5625,0.5,0.375,0.75,1,0,0.58669,0.61826,0.34727,6.5304,6.2543,0.20769,3.6605,0.21703,0.49908,-0.85541,0.59111,1.0624,0.48198,3.9563,5.5245,-0.90006,0.24377,0.48815,0.0075711,0.39429,0.77959,0.52082,0.26912,0.77809,-0.38499
38,1.9442,0.71875,0.6875,0.625,0.5,0.5,0,0.58109,0.54213,0.73668,0.45568,0.4376,0.37828,1.0638,0.57624,0.43489,0.69572,0.72318,0.55401,0.78957,0.62831,0.17871,-0.14482,0.72821,-1.2484,0.26543,0.70872,0.57363,0.49921,0.66001,0.6621,0.70674
39,2.578,0.625,0.5625,0.5,0.25,0.5,0,0.73104,0.35632,0.34771,0.78218,0.55194,0.4783,0.437,0.64055,0.83896,0.37446,0.1903,0.36349,0.34381,0.93032,0.58062,0.55064,0.35814,0.34695,0.28474,0.70641,0.83183,0.86586,0.61512,0.68146,-0.54575
40,2.046,0.6875,0.5625,0.625,0.5,0.5,0,0.40963,0.53653,0.69155,0.13969,0.66016,0.76778,0.45474,0.4274,0.87619,0.23146,0.19666,0.18,0.64997,0.59766,0.085513,0.20356,0.71924,0.4526,0.65587,0.69915,0.31465,0.48771,0.2665,0.58144,0.12883
41,2.3522,0.625,0.5,0.625,0.25,0.5,0,-0.79742,0.50267,2.2046,0.33076,0.55078,2.6985,0.44733,0.65809,0.50936,0.798,0.59168,-0.010087,0.56761,0.44551,0.51802,0.31179,-0.14087,0.47781,0.49235,0.56005,0.47625,0.49524,0.6359,0.7312,2.3297
42,1.8984,0.71875,0.75,0.625,0.5,0.5,0,0.70707,0.40464,0.43039,0.57901,0.55294,0.75963,0.5209,0.67591,0.61062,0.26922,0.35953,2.4503,0.53597,0.7903,0.30347,0.33565,0.6399,-1.0472,0.62718,0.91297,0.31715,0.60293,0.46075,0.15974,0.47252
43,1.8627,0.625,0.5625,0.625,0.75,0.5,0,0.73274,-0.64438,0.26181,0.29916,3.3728,0.41672,0.50133,0.878,0.40701,-0.36394,0.48128,0.38214,1.3132,5.8281,0.78288,0.64528,1.387,0.42979,1.6479,1.0607,0.33038,0.36304,-0.184,0.69825,0.64173
44,10.312,0.40625,0.1875,0.125,0,0,0,0.4145,0.67707,0.4638,4.2221,4.1683,0.70838,0.45829,0.31159,-1.208,0.64633,-1.4818,0.29265,0.72607,-3.5992,0.32337,0.4904,0.27212,0.37287,0.75469,0.70062,0.43953,0.66948,0.43306,1.0491,0.56021
45,2.3695,0.5,0.5,0.5,0.5,0.5,0,0.30594,0.62151,-1.4787,0.57613,0.2615,0.48008,0.49108,0.45062,1.5798,0.55617,-0.5178,0.56546,0.49068,0.56952,0.087999,0.3341,0.36283,0.73791,0.93744,0.18524,0.70608,0.91336,0.91244,0.14583,0.4539
46,2.5832,0.59375,0.5625,0.5,0.25,0.5,0,0.42453,-1.1777,0.4037,0.64205,0.57884,0.46879,0.62056,0.63322,2.3189,0.48621,0.61679,0.35588,0.54276,0.39076,0.51555,0.63741,0.62089,0.58544,2.2218,-1.5564,0.42509,0.43363,0.48573,0.34099,0.47112
47,2.7484,0.65625,0.4375,0.5,0.25,0.5,0,0.54065,-1.0388,0.28934,1.2187,0.73866,0.78943,0.73617,0.44959,7.6307,0.55975,0.29702,0.7444,-2.706,0.4598,-0.43741,0.66894,0.81006,-0.41502,0.36079,0.21286,0.6963,0.63808,0.49174,1.0705,0.27506
48,1.953,0.625,0.6875,0.625,0.5,0.5,0,0.15267,0.099236,0.99321,1.3747,0.39844,0.70453,0.34422,0.14431,0.89218,-0.11363,0.4561,0.85646,0.79929,0.23598,0.18478,0.47786,0.49674,0.11718,0.35038,0.49465,0.11392,0.79638,0.21046,0.29035,0.37467
49,1.9471,0.6875,0.6875,0.625,0.5,0.5,0,-0.69877,0.79262,0.91919,0.75507,0.53917,0.23736,0.61334,0.8134,0.51376,0.46059,0.099624,0.85387,0.25385,0.57701,0.42652,0.54237,-0.6341,0.58218,0.55472,0.44367,0.49798,-0.79913,0.32681,0.15768,-0.091853
50,2.2774,0.6875,0.5625,0.625,0.25,0.5,0,0.64927,0.42114,0.58835,0.48176,0.47898,0.21263,0.79231,5.4137,0.48205,0.092555,0.45151,0.73501,0.5056,1.1307,0.43911,-0.29077,0.63234,0.22448,0.79509,0.60484,0.36851,0.87789,0.76098,0.36003,0.7088
